"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","DelayRising","DelayFalling","WorstCase","expectedDelayCor","resultDelayCor","abs(errorCor)"
"18",24,22,29,11,14,24,22,29,11,14,7.33929e-12,8.70837e-12,8.70837e-12,8.70837e-12,6.65458e-12,23.5840920861195
"19",13,44,23,20,0,13,44,23,20,0,5.9583e-12,7.43443e-12,7.43443e-12,7.43443e-12,7.16551e-12,3.61722418531079
"20",19,24,0,9,48,19,24,0,9,48,8.61381e-12,9.77279e-12,9.77279e-12,9.77279e-12,9.92633e-12,1.57109689249435
"21",0,50,6,18,26,0,50,6,18,26,8.55147e-12,8.68245e-12,8.68245e-12,8.68245e-12,8.67867e-12,0.0435360986818178
"22",59,19,0,22,0,59,19,0,22,0,5.83924e-12,7.33042e-12,7.33042e-12,7.33042e-12,7.45721e-12,1.72964168492391
"23",34,32,0,0,34,34,32,0,0,34,8.17442e-12,9.44712e-12,9.44712e-12,9.44712e-12,9.28173e-12,1.75069227447096
"24",3,0,0,23,74,3,0,0,23,74,8.99644e-12,1.01085e-11,1.01085e-11,1.01085e-11,1.01567e-11,0.476826433199795
"25",22,32,9,0,37,22,32,9,0,37,8.28663e-12,9.54254e-12,9.54254e-12,9.54254e-12,9.64194e-12,1.04165138422265
"26",26,22,0,20,32,26,22,0,20,32,8.25021e-12,9.50594e-12,9.50594e-12,9.50594e-12,9.34373e-12,1.70640673094928
"27",0,78,12,0,10,0,78,12,0,10,7.2866e-12,7.55181e-12,7.55181e-12,7.55181e-12,4.8685e-12,35.5320115310104
"28",14,0,26,11,49,14,0,26,11,49,8.6527e-12,9.80762e-12,9.80762e-12,9.80762e-12,1.00313e-11,2.28067563792236
"29",57,0,0,21,22,57,0,0,21,22,7.8566e-12,9.16068e-12,9.16068e-12,9.16068e-12,9.17154e-12,0.118550151298802
"30",34,56,0,0,10,34,56,0,0,10,6.68542e-12,8.12235e-12,8.12235e-12,8.12235e-12,8.55181e-12,5.28738603975452
"31",1,96,0,3,0,1,96,0,3,0,4.28734e-12,5.97955e-12,5.97955e-12,5.97955e-12,4.70916e-12,21.24557868067
"32",22,16,36,21,5,22,16,36,21,5,6.79233e-12,8.17037e-12,8.17037e-12,8.17037e-12,8.22562e-12,0.676223965377343
"33",0,0,0,0,100,0,0,0,0,100,1.12009e-11,7.69769e-12,1.12009e-11,1.12009e-11,9.60267e-12,14.2687641171692
"34",19,63,18,0,0,19,63,18,0,0,4.30374e-12,5.97184e-12,5.97184e-12,5.97184e-12,8.36892e-12,40.1397224306076
"35",14,43,27,0,16,14,43,27,0,16,7.30523e-12,8.68599e-12,8.68599e-12,8.68599e-12,8.87534e-12,2.17994724838504
"36",0,5,95,0,0,0,5,95,0,0,5.65233e-12,6.06667e-12,6.06667e-12,6.06667e-12,6.1665e-12,1.64554854640189
"38",65,20,0,2,13,65,20,0,2,13,7.04332e-12,8.42002e-12,8.42002e-12,8.42002e-12,4.62689e-12,45.0489428766202
"39",42,37,0,3,18,42,37,0,3,18,7.41797e-12,8.78533e-12,8.78533e-12,8.78533e-12,8.75405e-12,0.356048093810923
"40",30,33,0,26,11,30,33,0,26,11,7.27584e-12,8.64285e-12,8.64285e-12,8.64285e-12,8.26187e-12,4.40803670085678
"41",0,97,3,0,0,0,97,3,0,0,4.23642e-12,4.8685e-12,4.8685e-12,4.8685e-12,4.70916e-12,3.27287665605424
"42",0,21,0,79,0,0,21,0,79,0,7.46095e-12,7.69758e-12,7.69758e-12,7.69758e-12,8.98121e-12,16.6757604337987
"43",3,30,17,32,18,3,30,17,32,18,7.7954e-12,9.09961e-12,9.09961e-12,9.09961e-12,7.43825e-12,18.2574857603787
"46",9,15,17,8,51,9,15,17,8,51,8.67819e-12,9.88037e-12,9.88037e-12,9.88037e-12,9.60267e-12,2.81062348879647
"47",16,0,0,40,44,16,0,0,40,44,8.62597e-12,9.77921e-12,9.77921e-12,9.77921e-12,9.69253e-12,0.886370166915329
"48",0,0,0,100,0,0,0,0,100,0,8.56041e-12,6.51379e-12,8.56041e-12,8.56041e-12,7.75241e-12,9.43880024438083
"49",34,0,28,0,38,34,0,28,0,38,8.33627e-12,9.58256e-12,9.58256e-12,9.58256e-12,9.57818e-12,0.045708036265879
"50",30,42,19,0,9,30,42,19,0,9,6.67178e-12,8.09516e-12,8.09516e-12,8.09516e-12,6.69765e-12,17.2635253657741
"51",10,2,60,21,7,10,2,60,21,7,7.03636e-12,8.37704e-12,8.37704e-12,8.37704e-12,7.17945e-12,14.2960998156867
"52",38,28,10,23,1,38,28,10,23,1,6.17335e-12,7.63221e-12,7.63221e-12,7.63221e-12,7.45721e-12,2.29291384802044
"53",5,33,7,17,38,5,33,7,17,38,8.41651e-12,9.65379e-12,9.65379e-12,9.65379e-12,9.39076e-12,2.72462939425863
"54",20,6,42,5,27,20,6,42,5,27,8.00175e-12,9.28571e-12,9.28571e-12,9.28571e-12,9.54985e-12,2.84458592827042
"57",0,27,37,36,0,0,27,37,36,0,6.99413e-12,7.27144e-12,7.27144e-12,7.27144e-12,7.1104e-12,2.21469200048409
"58",0,12,1,87,0,0,12,1,87,0,7.49774e-12,7.73157e-12,7.73157e-12,7.73157e-12,8.98121e-12,16.1628233334239
"59",37,7,15,9,32,37,7,15,9,32,8.19183e-12,9.45678e-12,9.45678e-12,9.45678e-12,9.61604e-12,1.68408274275176
"60",34,6,14,12,34,34,6,14,12,34,8.27533e-12,9.53188e-12,9.53188e-12,9.53188e-12,9.45678e-12,0.787882348497881
"61",43,15,15,0,27,43,15,15,0,27,7.92005e-12,9.21424e-12,9.21424e-12,9.21424e-12,8.87285e-12,3.70502613346299
"64",21,0,30,30,19,21,0,30,30,19,7.84003e-12,9.13591e-12,9.13591e-12,9.13591e-12,9.04629e-12,0.980964129462747
"65",25,19,7,26,23,25,19,7,26,23,7.97092e-12,9.25143e-12,9.25143e-12,9.25143e-12,9.20999e-12,0.447930752326942
"66",0,38,44,18,0,0,38,44,18,0,6.49977e-12,6.8303e-12,6.8303e-12,6.8303e-12,8.1617e-12,19.4925552318346
"67",14,25,6,9,46,14,25,6,9,46,8.57406e-12,9.73976e-12,9.73976e-12,9.73976e-12,9.92633e-12,1.91555028049972
"69",0,77,23,0,0,0,77,23,0,0,4.95633e-12,5.47801e-12,5.47801e-12,5.47801e-12,5.43645e-12,0.758669662888523
"70",11,0,21,35,33,11,0,21,35,33,8.37051e-12,9.60403e-12,9.60403e-12,9.60403e-12,9.67394e-12,0.727923590409452
"71",21,51,16,0,12,21,51,16,0,12,6.99513e-12,8.36892e-12,8.36892e-12,8.36892e-12,5.97184e-12,28.6426444511359
"72",56,0,0,44,0,56,0,0,44,0,6.50691e-12,7.92506e-12,7.92506e-12,7.92506e-12,7.94478e-12,0.248830923677557
"73",16,4,35,23,22,16,4,35,23,22,7.93404e-12,9.21677e-12,9.21677e-12,9.21677e-12,9.04629e-12,1.84967184816374
"74",0,49,26,18,7,0,49,26,18,7,7.44087e-12,7.66331e-12,7.66331e-12,7.66331e-12,7.16551e-12,6.49588754728702
"75",12,41,27,1,19,12,41,27,1,19,7.52366e-12,8.87534e-12,8.87534e-12,8.87534e-12,8.68599e-12,2.13343939499782
"76",39,11,18,15,17,39,11,18,15,17,7.56484e-12,8.90382e-12,8.90382e-12,8.90382e-12,8.08425e-12,9.20470090365707
"77",42,5,0,53,0,42,5,0,53,0,6.67287e-12,8.07825e-12,8.07825e-12,8.07825e-12,8.12977e-12,0.637761891498778
"78",48,0,0,22,30,48,0,0,22,30,8.19221e-12,9.45381e-12,9.45381e-12,9.45381e-12,9.49686e-12,0.455371961145823
"79",46,29,0,25,0,46,29,0,25,0,5.98013e-12,7.45721e-12,7.45721e-12,7.45721e-12,7.63221e-12,2.3467221655284
"80",0,0,81,19,0,0,0,81,19,0,7.11879e-12,6.29681e-12,7.11879e-12,7.11879e-12,7.17945e-12,0.852111103150954
"82",0,49,51,0,0,0,49,51,0,0,5.41379e-12,5.8628e-12,5.8628e-12,5.8628e-12,6.02902e-12,2.83516408541993
"83",40,0,0,15,45,40,0,0,15,45,8.57e-12,9.73509e-12,9.73509e-12,9.73509e-12,9.62023e-12,1.17985555346688
"84",17,0,83,0,0,17,0,83,0,0,5.10921e-12,6.6603e-12,6.6603e-12,6.6603e-12,6.62699e-12,0.500127621878899
"85",15,0,0,54,31,15,0,0,54,31,8.35851e-12,9.5906e-12,9.5906e-12,9.5906e-12,9.39911e-12,1.99664254582612
"86",32,53,0,0,15,32,53,0,0,15,7.14631e-12,8.55181e-12,8.55181e-12,8.55181e-12,8.12235e-12,5.02186086921951
"87",28,14,33,19,6,28,14,33,19,6,6.84935e-12,8.22562e-12,8.22562e-12,8.22562e-12,8.17037e-12,0.671681891456211
"89",0,37,0,0,63,0,37,0,0,63,9.36481e-12,9.39076e-12,9.39076e-12,9.39076e-12,9.69877e-12,3.27992622535342
"90",0,0,73,27,0,0,0,73,27,0,7.34634e-12,6.4955e-12,7.34634e-12,7.34634e-12,7.17945e-12,2.27174348042699
"91",0,11,31,21,37,0,11,31,21,37,8.94562e-12,9.02573e-12,9.02573e-12,9.02573e-12,9.12343e-12,1.08246092005853
"92",21,22,36,0,21,21,22,36,0,21,7.64398e-12,8.97712e-12,8.97712e-12,8.97712e-12,8.70837e-12,2.99372181724203
"93",23,3,0,37,37,23,3,0,37,37,8.46785e-12,9.69253e-12,9.69253e-12,9.69253e-12,9.77921e-12,0.894296948268414
"94",37,0,0,57,6,37,0,0,57,6,7.24116e-12,8.60889e-12,8.60889e-12,8.60889e-12,8.12977e-12,5.56540971019493
"95",23,40,37,0,0,23,40,37,0,0,4.70438e-12,6.31341e-12,6.31341e-12,6.31341e-12,8.03591e-12,27.283195610613
"96",23,39,17,0,21,23,39,17,0,21,7.61219e-12,8.94983e-12,8.94983e-12,8.94983e-12,8.36892e-12,6.49073781289701
"97",22,0,0,15,63,22,0,0,15,63,8.87868e-12,1.00524e-11,1.00524e-11,1.00524e-11,1.00028e-11,0.493414507978185
"98",13,9,23,50,5,13,9,23,50,5,7.13553e-12,8.518e-12,8.518e-12,8.518e-12,8.3813e-12,1.60483681615403
"99",0,63,0,37,0,0,63,0,37,0,6.8965e-12,7.18449e-12,7.18449e-12,7.18449e-12,8.90191e-12,23.9045499402184
"100",0,52,17,30,1,0,52,17,30,1,6.94842e-12,7.22901e-12,7.22901e-12,7.22901e-12,7.24542e-12,0.227002037623403
"101",30,21,10,23,16,30,21,10,23,16,7.59098e-12,8.91922e-12,8.91922e-12,8.91922e-12,8.93461e-12,0.172548720628041
"102",0,20,30,27,23,0,20,30,27,23,8.52226e-12,8.64963e-12,8.64963e-12,8.64963e-12,8.72506e-12,0.872060423393828
"103",0,14,23,35,28,0,14,23,35,28,8.74447e-12,8.84344e-12,8.84344e-12,8.84344e-12,9.463e-12,7.00587101851768
"104",31,15,52,2,0,31,15,52,2,0,5.09644e-12,6.65458e-12,6.65458e-12,6.65458e-12,6.55367e-12,1.51639923180727
"105",0,83,0,0,17,0,83,0,0,17,7.82734e-12,8.06369e-12,8.06369e-12,8.06369e-12,7.69397e-12,4.58499768716306
"106",0,25,46,0,29,0,25,46,0,29,8.56643e-12,8.69482e-12,8.69482e-12,8.69482e-12,9.28117e-12,6.74367036925434
"108",0,7,56,37,0,0,7,56,37,0,7.03535e-12,7.30922e-12,7.30922e-12,7.30922e-12,8.26628e-12,13.0938732176621
"110",16,26,39,19,0,16,26,39,19,0,5.99842e-12,7.46751e-12,7.46751e-12,7.46751e-12,8.1617e-12,9.29613753446596
"111",33,37,0,1,29,33,37,0,1,29,7.99106e-12,9.28173e-12,9.28173e-12,9.28173e-12,9.44712e-12,1.78188764379055
"112",88,12,0,0,0,88,12,0,0,0,2.73606e-12,4.62689e-12,4.62689e-12,4.62689e-12,4.24943e-12,8.15796355651419
"113",11,37,6,26,20,11,37,6,26,20,7.82881e-12,9.13158e-12,9.13158e-12,9.13158e-12,8.46709e-12,7.27683489604208
"114",0,65,0,18,17,0,65,0,18,17,8.09345e-12,8.28185e-12,8.28185e-12,8.28185e-12,8.67867e-12,4.79144152574607
"115",0,49,49,2,0,0,49,49,2,0,5.60279e-12,6.02902e-12,6.02902e-12,6.02902e-12,5.8628e-12,2.7569986498635
"116",21,12,26,21,20,21,12,26,21,20,7.80864e-12,9.11306e-12,9.11306e-12,9.11306e-12,9.21677e-12,1.13803705890227
"117",10,65,4,21,0,10,65,4,21,0,5.86645e-12,7.35976e-12,7.35976e-12,7.35976e-12,6.16734e-12,16.2018870180549
"118",27,0,61,0,12,27,0,61,0,12,7.03648e-12,8.45474e-12,8.45474e-12,8.45474e-12,6.62699e-12,21.618050939473
"119",0,81,10,9,0,0,81,10,9,0,5.73357e-12,6.16734e-12,6.16734e-12,6.16734e-12,4.8685e-12,21.0599707491398
"120",49,0,24,0,27,49,0,24,0,27,7.92757e-12,9.22425e-12,9.22425e-12,9.22425e-12,9.18257e-12,0.451852454129076
"121",28,10,62,0,0,28,10,62,0,0,4.98469e-12,6.55367e-12,6.55367e-12,6.55367e-12,6.65458e-12,1.53974795801437
"122",0,52,41,7,0,0,52,41,7,0,5.92705e-12,6.32233e-12,6.32233e-12,6.32233e-12,6.02902e-12,4.63927064863745
"123",29,34,0,32,5,29,34,0,32,5,6.898e-12,8.26187e-12,8.26187e-12,8.26187e-12,8.64285e-12,4.61130470462499
"124",90,0,0,0,10,90,0,0,0,10,6.6347e-12,8.08425e-12,8.08425e-12,8.08425e-12,8.37039e-12,3.53947490490769
"125",20,32,30,18,0,20,32,30,18,0,5.91451e-12,7.39302e-12,7.39302e-12,7.39302e-12,8.35193e-12,12.970477558562
"128",27,16,10,20,27,27,16,10,20,27,8.08702e-12,9.36313e-12,9.36313e-12,9.36313e-12,9.62023e-12,2.74587664595067
"129",0,2,47,34,17,0,2,47,34,17,8.30156e-12,8.45389e-12,8.45389e-12,8.45389e-12,7.30922e-12,13.5401572530516
"131",0,66,0,0,34,0,66,0,0,34,8.70168e-12,8.81886e-12,8.81886e-12,8.81886e-12,9.05581e-12,2.68685521711425
"132",43,6,12,39,0,43,6,12,39,0,6.45562e-12,7.88174e-12,7.88174e-12,7.88174e-12,7.94478e-12,0.799823389251597
"133",27,21,15,0,37,27,21,15,0,37,8.29254e-12,9.54764e-12,9.54764e-12,9.54764e-12,9.54254e-12,0.0534163416299749
"134",54,46,0,0,0,54,46,0,0,0,3.28913e-12,5.11544e-12,5.11544e-12,5.11544e-12,5.26245e-12,2.87384858389501
"135",0,88,0,0,12,0,88,0,0,12,7.44041e-12,7.69397e-12,7.69397e-12,7.69397e-12,8.06369e-12,4.8053215700087
"136",27,19,17,37,0,27,19,17,37,0,6.43613e-12,7.86472e-12,7.86472e-12,7.86472e-12,7.85914e-12,0.0709497604491904
"137",18,41,33,0,8,18,41,33,0,8,6.60823e-12,8.03591e-12,8.03591e-12,8.03591e-12,6.31341e-12,21.4350334934065
"139",37,7,16,2,38,37,7,16,2,38,8.33824e-12,9.58362e-12,9.58362e-12,9.58362e-12,9.57818e-12,0.0567635194216765
"140",0,0,40,60,0,0,0,40,60,0,7.85812e-12,6.96777e-12,7.85812e-12,7.85812e-12,7.81848e-12,0.504446356125887
"141",6,0,31,0,63,6,0,31,0,63,8.84863e-12,1.00313e-11,1.00313e-11,1.00313e-11,9.80762e-12,2.22982066133004
"142",0,39,27,34,0,0,39,27,34,0,6.92505e-12,7.21062e-12,7.21062e-12,7.21062e-12,7.1104e-12,1.38989435027779
"143",16,28,0,0,56,16,28,0,0,56,8.72598e-12,9.92633e-12,9.92633e-12,9.92633e-12,9.73976e-12,1.87954661994916
"144",30,8,27,35,0,30,8,27,35,0,6.42102e-12,7.84954e-12,7.84954e-12,7.84954e-12,7.85914e-12,0.122300160264177
"145",0,18,0,0,82,0,18,0,0,82,9.55491e-12,9.50824e-12,9.55491e-12,9.55491e-12,9.60267e-12,0.499847722270541
"146",23,7,27,0,43,23,7,27,0,43,8.47073e-12,9.70197e-12,9.70197e-12,9.70197e-12,9.58256e-12,1.23078096510295
"147",10,0,18,36,36,10,0,18,36,36,8.45021e-12,9.67394e-12,9.67394e-12,9.67394e-12,9.60403e-12,0.722663154826275
"148",0,32,0,68,0,0,32,0,68,0,7.38111e-12,7.62538e-12,7.62538e-12,7.62538e-12,7.69758e-12,0.946838059218025
"150",0,72,28,0,0,0,72,28,0,0,5.06804e-12,5.57153e-12,5.57153e-12,5.57153e-12,6.0358e-12,8.33289958054608
"151",0,0,53,0,47,0,0,53,0,47,9.62496e-12,8.47996e-12,9.62496e-12,9.62496e-12,9.36918e-12,2.65746558946738
"152",19,14,16,41,10,19,14,16,41,10,7.41497e-12,8.75348e-12,8.75348e-12,8.75348e-12,8.56041e-12,2.20563707234152
"153",0,3,31,25,41,0,3,31,25,41,9.05819e-12,9.12343e-12,9.12343e-12,9.12343e-12,9.02573e-12,1.07086917968351
"154",13,30,31,21,5,13,30,31,21,5,6.78264e-12,8.1617e-12,8.1617e-12,8.1617e-12,8.35193e-12,2.33076442407831
"156",2,48,2,34,14,2,48,2,34,14,7.57901e-12,8.90191e-12,8.90191e-12,8.90191e-12,8.58338e-12,3.5782208537269
"157",0,39,32,29,0,0,39,32,29,0,6.80894e-12,7.1104e-12,7.1104e-12,7.1104e-12,7.21062e-12,1.40948469846984
"158",20,13,7,34,26,20,13,7,34,26,8.13906e-12,9.39911e-12,9.39911e-12,9.39911e-12,9.5906e-12,2.03732055481849
"159",47,44,1,8,0,47,44,1,8,0,4.9188e-12,6.52891e-12,6.52891e-12,6.52891e-12,6.89926e-12,5.67246293791768
"160",20,3,29,48,0,20,3,29,48,0,6.66585e-12,8.07573e-12,8.07573e-12,8.07573e-12,8.518e-12,5.47653277165037
"161",29,22,0,27,22,29,22,0,27,22,7.92665e-12,9.20999e-12,9.20999e-12,9.20999e-12,9.25143e-12,0.449946199724427
"162",34,24,0,14,28,34,24,0,14,28,8.06634e-12,9.34373e-12,9.34373e-12,9.34373e-12,9.50594e-12,1.73603047177091
"163",0,0,0,86,14,0,0,0,86,14,9.37814e-12,7.24162e-12,9.37814e-12,9.37814e-12,9.33202e-12,0.491781952498049
"164",18,0,0,67,15,18,0,0,67,15,7.82416e-12,9.12122e-12,9.12122e-12,9.12122e-12,8.93485e-12,2.0432573712727
"165",16,29,26,22,7,16,29,26,22,7,6.99789e-12,8.35193e-12,8.35193e-12,8.35193e-12,8.1617e-12,2.27767713570396
"166",35,7,15,27,16,35,7,15,27,16,7.64072e-12,8.9599e-12,8.9599e-12,8.9599e-12,8.79187e-12,1.87535575173829
"167",0,72,27,0,1,0,72,27,0,1,5.5919e-12,6.0358e-12,6.0358e-12,6.0358e-12,5.57153e-12,7.69193810265416
"169",25,0,75,0,0,25,0,75,0,0,5.06949e-12,6.62699e-12,6.62699e-12,6.62699e-12,6.6603e-12,0.50264147071295
"170",44,5,18,28,5,44,5,18,28,5,6.87188e-12,8.24304e-12,8.24304e-12,8.24304e-12,7.3972e-12,10.2612628350706
"171",52,0,42,0,6,52,0,42,0,6,6.34159e-12,7.8032e-12,7.8032e-12,7.8032e-12,7.35751e-12,5.71163112569203
"172",0,58,31,0,11,0,58,31,0,11,7.46383e-12,7.70166e-12,7.70166e-12,7.70166e-12,6.0358e-12,21.6298823889915
"173",43,48,6,0,3,43,48,6,0,3,5.4403e-12,7.01419e-12,7.01419e-12,7.01419e-12,7.01548e-12,0.018391289657127
"174",28,13,22,14,23,28,13,22,14,23,7.88489e-12,9.18257e-12,9.18257e-12,9.18257e-12,9.22425e-12,0.453903427907454
"175",65,35,0,0,0,65,35,0,0,0,3.15881e-12,5.00444e-12,5.00444e-12,5.00444e-12,5.59804e-12,11.8614670172887
"176",7,0,26,34,33,7,0,26,34,33,8.3681e-12,9.60197e-12,9.60197e-12,9.60197e-12,9.60403e-12,0.0214539308079464
"177",20,24,31,25,0,20,24,31,25,0,6.16699e-12,7.62335e-12,7.62335e-12,7.62335e-12,7.46751e-12,2.04424564004014
"178",21,38,4,21,16,21,38,4,21,16,7.55666e-12,8.89104e-12,8.89104e-12,8.89104e-12,8.64285e-12,2.79146196620419
"179",29,18,13,24,16,29,18,13,24,16,7.60696e-12,8.93461e-12,8.93461e-12,8.93461e-12,8.91922e-12,0.172251502863585
"180",0,79,21,0,0,0,79,21,0,0,4.90728e-12,5.43645e-12,5.43645e-12,5.43645e-12,5.47801e-12,0.764469460769424
"181",0,0,0,78,22,0,0,0,78,22,9.69277e-12,7.50671e-12,9.69277e-12,9.69277e-12,8.6851e-12,10.3960993606575
"182",43,0,0,57,0,43,0,0,57,0,6.72812e-12,8.12977e-12,8.12977e-12,8.12977e-12,8.07825e-12,0.63372026514894
"183",0,0,100,0,0,0,0,100,0,0,6.1665e-12,5.44801e-12,6.1665e-12,6.1665e-12,6.06667e-12,1.61890861915186
"184",17,0,37,29,17,17,0,37,29,17,7.73905e-12,9.04629e-12,9.04629e-12,9.04629e-12,9.21677e-12,1.8845294590379
"185",0,29,71,0,0,0,29,71,0,0,5.57396e-12,5.99996e-12,5.99996e-12,5.99996e-12,6.57968e-12,9.66206441376276
"187",24,76,0,0,0,24,76,0,0,0,3.49287e-12,5.28629e-12,5.28629e-12,5.28629e-12,5.29832e-12,0.227569807937145
"188",0,0,0,46,54,0,0,0,46,54,1.0374e-11,8.10013e-12,1.0374e-11,1.0374e-11,1.03597e-11,0.137844611528815
"189",0,0,24,70,6,0,0,24,70,6,8.3813e-12,7.45508e-12,8.3813e-12,8.3813e-12,8.518e-12,1.63101189552934
"190",4,63,19,14,0,4,63,19,14,0,5.65238e-12,7.16551e-12,7.16551e-12,7.16551e-12,6.16734e-12,13.9302017581442
"191",3,32,37,0,28,3,32,37,0,28,7.99588e-12,9.28117e-12,9.28117e-12,9.28117e-12,8.69482e-12,6.31763021257018
"192",60,12,8,0,20,60,12,8,0,20,7.51999e-12,8.87285e-12,8.87285e-12,8.87285e-12,9.01742e-12,1.62935246285016
"193",1,0,0,39,60,1,0,0,39,60,8.86647e-12,1.00438e-11,1.00438e-11,1.00438e-11,1.04833e-11,4.37583384774689
"194",0,46,0,33,21,0,46,0,33,21,8.45353e-12,8.58338e-12,8.58338e-12,8.58338e-12,9.13158e-12,6.38676139236523
"195",0,53,3,18,26,0,53,3,18,26,8.54952e-12,8.67867e-12,8.67867e-12,8.67867e-12,8.68245e-12,0.0435550608560931
"196",0,0,24,49,27,0,0,24,49,27,9.28619e-12,8.2258e-12,9.28619e-12,9.28619e-12,9.60197e-12,3.40053348036169
"197",0,47,0,53,0,0,47,0,53,0,7.2052e-12,7.46553e-12,7.46553e-12,7.46553e-12,8.76737e-12,17.4380117687559
"198",43,0,0,0,57,43,0,0,0,57,8.7405e-12,9.93761e-12,9.93761e-12,9.93761e-12,9.53188e-12,4.08277241711036
"199",0,6,0,2,92,0,6,0,2,92,9.60267e-12,9.55127e-12,9.60267e-12,9.60267e-12,1.12009e-11,16.6436001653707
"200",25,19,26,16,14,25,19,26,16,14,7.40813e-12,8.76231e-12,8.76231e-12,8.76231e-12,6.29418e-12,28.1675722497834
"201",3,12,6,25,54,3,12,6,25,54,8.77434e-12,9.95874e-12,9.95874e-12,9.95874e-12,1.01085e-11,1.5038046981847
"202",33,24,15,2,26,33,24,15,2,26,7.89741e-12,9.19524e-12,9.19524e-12,9.19524e-12,9.21424e-12,0.20662864699561
"203",22,12,30,36,0,22,12,30,36,0,6.45466e-12,7.87965e-12,7.87965e-12,7.87965e-12,7.84954e-12,0.382123571478421
"204",0,25,24,0,51,0,25,24,0,51,9.17457e-12,9.17502e-12,9.17502e-12,9.17502e-12,8.95633e-12,2.38353703861136
"205",23,7,6,25,39,23,7,6,25,39,8.47839e-12,9.70325e-12,9.70325e-12,9.70325e-12,9.72968e-12,0.272382964470652
"206",4,15,51,23,7,4,15,51,23,7,7.06059e-12,8.39924e-12,8.39924e-12,8.39924e-12,8.26628e-12,1.58300036669984
"207",19,11,33,30,7,19,11,33,30,7,7.08205e-12,8.46807e-12,8.46807e-12,8.46807e-12,8.76744e-12,3.53528017600233
"208",40,36,14,10,0,40,36,14,10,0,5.32015e-12,6.874e-12,6.874e-12,6.874e-12,5.79678e-12,15.6709339540297
"209",4,16,29,28,23,4,16,29,28,23,8.00677e-12,9.28325e-12,9.28325e-12,9.28325e-12,8.72506e-12,6.01287264697169
"211",23,24,19,34,0,23,24,19,34,0,6.37408e-12,7.8086e-12,7.8086e-12,7.8086e-12,7.86472e-12,0.718694772430406
"212",19,68,0,0,13,19,68,0,0,13,7.02218e-12,8.402e-12,8.402e-12,8.402e-12,5.29832e-12,36.9397762437515
"213",0,0,0,37,63,0,0,0,37,63,1.04833e-11,8.14373e-12,1.04833e-11,1.04833e-11,1.00438e-11,4.19238216973664
"215",46,13,17,24,0,46,13,17,24,0,6.04975e-12,7.52122e-12,7.52122e-12,7.52122e-12,8.24304e-12,9.59711323428913
"216",10,40,0,21,29,10,40,0,21,29,8.15709e-12,9.42402e-12,9.42402e-12,9.42402e-12,8.67867e-12,7.90904518453908
