"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"267",43,19,38,0,0,43,19,38,0,0,1.44612e-11,1.44612e-11,1.70664936280282e-11,18.0157499241291
"268",44,30,14,0,12,44,30,14,0,12,2.05917e-11,2.05917e-11,1.85162591127245e-11,10.0790167265231
"269",0,0,68,9,23,0,0,68,9,23,2.45814e-11,2.45814e-11,2.25107023912472e-11,8.42383919855194
"270",0,0,7,53,40,0,0,7,53,40,2.63572e-11,2.63572e-11,2.70799895172159e-11,2.74228490589237
"271",0,24,54,22,0,0,24,54,22,0,1.90655e-11,1.90655e-11,1.91447809346183e-11,0.415834542069615
"272",15,27,17,29,12,15,27,17,29,12,2.18749e-11,2.18749e-11,2.07497901646222e-11,5.14338276004809
"273",42,49,6,0,3,42,49,6,0,3,1.64141e-11,1.64141e-11,1.67679248618499e-11,2.15561536636106
"274",35,35,30,0,0,35,35,30,0,0,1.41792e-11,1.41792e-11,1.68754007575547e-11,19.0151825036302
"275",19,13,0,20,48,19,13,0,20,48,2.50732e-11,2.50732e-11,2.58451397418651e-11,3.07874440384579
"276",45,33,4,0,18,45,33,4,0,18,2.1866e-11,2.1866e-11,1.92913367883465e-11,11.7747334293128
"277",31,0,0,14,55,31,0,0,14,55,2.5354e-11,2.5354e-11,2.65928247804875e-11,4.88611177915719
"278",52,46,2,0,0,52,46,2,0,0,1.17153e-11,1.17153e-11,1.61339242412364e-11,37.7166973209083
"279",49,5,0,46,0,49,5,0,46,0,1.93535e-11,1.93535e-11,1.9434991917106e-11,0.42107069577102
"280",13,0,49,2,36,13,0,49,2,36,2.41599e-11,2.41599e-11,2.37311895406161e-11,1.77447116661852
"281",63,6,0,14,17,63,6,0,14,17,2.2126e-11,2.2126e-11,2.00070424381028e-11,9.57677647065547
"282",87,0,0,0,13,87,0,0,0,13,2.06069e-11,2.06069e-11,1.82617718964672e-11,11.3803051576551
"283",0,0,0,47,53,0,0,0,47,53,2.77868e-11,2.77868e-11,2.87002436915452e-11,3.28732956491993
"284",55,0,0,45,0,55,0,0,45,0,1.92886e-11,1.92886e-11,1.9352539262824e-11,0.331487318022061
"285",0,0,63,0,37,0,0,63,0,37,2.57466e-11,2.57466e-11,2.41356118643959e-11,6.25709078326493
"288",0,13,29,58,0,0,13,29,58,0,2.0718e-11,2.0718e-11,2.11268222865783e-11,1.97327100385318
"289",1,0,0,16,83,1,0,0,16,83,2.61077e-11,2.61077e-11,3.16014047322309e-11,21.0424692034568
"291",0,57,0,0,43,0,57,0,0,43,2.53099e-11,2.53099e-11,2.35607464637449e-11,6.91094605768917
"293",11,25,64,0,0,11,25,64,0,0,1.52943e-11,1.52943e-11,1.77811851290748e-11,16.2602088953059
"294",27,18,0,55,0,27,18,0,55,0,1.97157e-11,1.97157e-11,2.01254025383297e-11,2.07805220372457
"295",45,4,34,17,0,45,4,34,17,0,1.75522e-11,1.75522e-11,1.8198278788399e-11,3.68089919439707
"296",52,0,8,0,40,52,0,8,0,40,2.43408e-11,2.43408e-11,2.3164950835734e-11,4.83077451959681
"297",28,0,5,24,43,28,0,5,24,43,2.48383e-11,2.48383e-11,2.53894255342611e-11,2.21885368266386
"299",38,14,0,48,0,38,14,0,48,0,1.94171e-11,1.94171e-11,1.95982827485666e-11,0.933109210781002
